"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Chromista","Ochrophyta","Chrysophyceae","Ochromonadales","Ochromonadaceae","Spumella","Spumella","Spumella","algae","Other","Plankton"," 428524","Genus"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Cladonematidae","Staurocladia","Staurocladia vallentini","Staurocladia vallentini",NA,NA,NA," 284632","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Laodiceidae","Staurostoma","Staurostoma mertensii","Staurostoma mertensii",NA,NA,NA," 594013","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Stenogramma","Stenogramma interruptum","Stenogramma interruptum","macroalgae","Macroalgae","Macroalgae"," 145667","Species"
"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Liagoraceae","Stenopeltis","Stenopeltis gracilis","Stenopeltis gracilis","algae","Other","Plankton"," 374569","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Strigilla","Strigilla euronia","Strigilla euronia","benthos","Macrobenthos","Macrobenthos"," 711175","Species"
"Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron carinatum","Stylocheiron carinatum","zooplankton","Other","Plankton"," 110701","Species"
"Plantae","Rhodophyta","Stylonematophyceae","Stylonematales","Stylonemataceae","Stylonema","Stylonema alsidii","Stylonema alsidii","macroalgae","Macroalgae","Macroalgae"," 145688","Species"
"Animalia","Porifera","Demospongiae","Suberitida","Suberitidae","Suberites","Suberites ficus","Suberites ficus","megabenthos","Macrobenthos","Macrobenthos"," 134285","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Terebella","Terebella lapidaria","Terebella lapidaria","benthos","Macrobenthos","Macrobenthos"," 131542","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Terebellides","Terebellides californica","Terebellides californica","benthos","Macrobenthos","Macrobenthos"," 332504","Species"
"Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema","Thalassema thalassema","Thalassema thalassema","macrobenthos","Macrobenthos","Macrobenthos"," 110375","Species"
"Chromista","Ochrophyta","Raphidophyceae","Chattonellales","Thaumatomastigaceae","Thaumatomastix","Thaumatomastix","Thaumatomastix","algae","Other","Plankton"," 137288","Genus"
"Animalia","Nematoda","Chromadorea","Monhysterida","Xyalidae","Theristus","Theristus","Theristus",NA,NA,NA,"   2469","Genus"
"Animalia","Nematoda","Chromadorea","Monhysterida","Xyalidae","Theristus","Theristus acer","Theristus acer","meiobenthos","Macrobenthos","Macrobenthos"," 121601","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Tiaropsidae","Tiaropsidium","Tiaropsidium kelseyi","Tiaropsidium kelseyi",NA,NA,NA," 285081","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Nannorhynchididae","Toia","Toia","Toia","benthos","Macrobenthos","Macrobenthos"," 142318","Genus"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Trigonostomidae","Trigonostomum","Trigonostomum armatum","Trigonostomum armatum","benthos","Macrobenthos","Macrobenthos"," 143449","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Trigonostomidae","Trigonostomum","Trigonostomum penicillatum","Trigonostomum penicillatum","benthos","Macrobenthos","Macrobenthos"," 143455","Species"
"Animalia","Nematoda","Enoplea","Enoplida","Tripyloididae","Tripyloides","Tripyloides","Tripyloides",NA,NA,NA,"   2588","Genus"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubificoides","Tubificoides brownae","Tubificoides brownae","benthos","Macrobenthos","Macrobenthos"," 137572","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Tubuliporidae","Tubulipora","Tubulipora liliacea","Tubulipora liliacea","macrobenthos","Macrobenthos","Macrobenthos"," 111760","Species"
"Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Tubuliporidae","Tubulipora","Tubulipora lobifera","Tubulipora lobifera","macrobenthos","Macrobenthos","Macrobenthos"," 111761","Species"
"Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Turtonia","Turtonia minuta","Turtonia minuta","benthos","Macrobenthos","Macrobenthos"," 141875","Species"
"Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva","Ulva","macroalgae","Macroalgae","Macroalgae"," 144296","Genus"
"Chromista","Ochrophyta","Chrysophyceae","Ochromonadales","Ochromonadaceae","Uroglena","Uroglena","Uroglena","algae","Other","Plankton"," 248172","Genus"
"Animalia","Mollusca","Bivalvia","Myida","Corbulidae","Varicorbula","Varicorbula gibba","Varicorbula gibba","benthos","Macrobenthos","Macrobenthos"," 378492","Species"
"Animalia","Platyhelminthes",NA,"Rhabdocoela","Provorticidae","Vejdovskya","Vejdovskya pellucida","Vejdovskya pellucida","benthos","Macrobenthos","Macrobenthos"," 143014","Species"
"Animalia","Arthropoda","Thecostraca","Verrucomorpha","Verrucidae","Verruca","Verruca stroemia","Verruca stroemia","benthos","Macrobenthos","Macrobenthos"," 106257","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Dumontiaceae","Weeksia","Weeksia coccinea","Weeksia coccinea","algae","Other","Plankton"," 374025","Species"
"Plantae","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Wildemania","Wildemania amplissima","Wildemania amplissima","macroalgae","Macroalgae","Macroalgae"," 501881","Species"
"Animalia","Porifera","Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia","Xestospongia","macrobenthos","Macrobenthos","Macrobenthos"," 131849","Genus"
"Animalia","Arthropoda","Ostracoda","Podocopida","Paradoxostomatidae","Xiphichilus","Xiphichilus arcuatus","Xiphichilus arcuatus","benthos","Macrobenthos","Macrobenthos"," 462310","Species"
"Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Zaus","Zaus caeruleus","Zaus caeruleus","meiobenthos","Macrobenthos","Macrobenthos"," 116187","Species"
