"kingdom","phylum","class","order","family","genus","valid_name","scientificname","adult","adult_simple","adult_tidy","valid_AphiaID","rank"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Limnodrilus","Limnodrilus hoffmeisteri","Limnodrilus hoffmeisteri","macrobenthos","Macrobenthos","Macrobenthos"," 137556","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Lithophyllaceae","Lithophyllum","Lithophyllum hibernicum","Lithophyllum hibernicum","macroalgae","Macroalgae","Macroalgae"," 145151","Species"
"Plantae","Rhodophyta","Florideophyceae","Corallinales","Lithophyllaceae","Lithophyllum","Lithophyllum orbiculatum","Lithophyllum orbiculatum","macroalgae","Macroalgae","Macroalgae"," 145157","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina","Littorina","benthos","Macrobenthos","Macrobenthos"," 138135","Genus"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina fabalis","Littorina fabalis","benthos","Macrobenthos","Macrobenthos"," 140261","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina littorea","Littorina littorea","benthos","Macrobenthos","Macrobenthos"," 140262","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina obtusata","Littorina obtusata","benthos","Macrobenthos","Macrobenthos"," 140263","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Littorina saxatilis","Littorina saxatilis","benthos","Macrobenthos","Macrobenthos"," 140264","Species"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Rathkeidae","Lizzia","Lizzia blondina","Lizzia blondina",NA,NA,NA," 117345","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Lomentariaceae","Lomentaria","Lomentaria articulata","Lomentaria articulata","macroalgae","Macroalgae","Macroalgae"," 145821","Species"
"Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Lomentariaceae","Lomentaria","Lomentaria clavellosa","Lomentaria clavellosa","macroalgae","Macroalgae","Macroalgae"," 145825","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus","Lumbricillus","benthos","Macrobenthos","Macrobenthos"," 137351","Genus"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus buelowi","Lumbricillus buelowi","benthos","Macrobenthos","Macrobenthos"," 137427","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus kaloensis","Lumbricillus kaloensis","benthos","Macrobenthos","Macrobenthos"," 137436","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus lineatus","Lumbricillus lineatus","macrobenthos","Macrobenthos","Macrobenthos"," 137438","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus rutilus","Lumbricillus rutilus","benthos","Macrobenthos","Macrobenthos","1071789","Species"
"Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Lumbricillus","Lumbricillus viridis","Lumbricillus viridis","benthos","Macrobenthos","Macrobenthos"," 137454","Species"
"Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Lumbricus","Lumbricus rubellus","Lumbricus rubellus","macrobenthos","Macrobenthos","Macrobenthos"," 994658","Species"
"Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Lysidice","Lysidice ninetta","Lysidice ninetta","macrobenthos","Macrobenthos","Macrobenthos"," 130071","Species"
"Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona johnstoni","Magelona johnstoni","benthos","Macrobenthos","Macrobenthos"," 130269","Species"
"Animalia","Annelida","Polychaeta","Spionida","Spionidae","Malacoceros","Malacoceros fuliginosus","Malacoceros fuliginosus","macrobenthos","Macrobenthos","Macrobenthos"," 131131","Species"
"Animalia","Mollusca","Gastropoda","Trochida","Margaritidae","Margarites","Margarites helicinus","Margarites helicinus","benthos","Macrobenthos","Macrobenthos"," 141821","Species"
"Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Marphysa","Marphysa sanguinea","Marphysa sanguinea","macrobenthos","Macrobenthos","Macrobenthos"," 130075","Species"
"Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Marthasterias","Marthasterias glacialis","Marthasterias glacialis","benthos","Macrobenthos","Macrobenthos"," 123803","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus","Mastocarpus stellatus","macroalgae","Macroalgae","Macroalgae"," 145650","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Melanothamnus","Melanothamnus harveyi","Melanothamnus harveyi","algae","Other","Plankton","1027787","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Melicertidae","Melicertum","Melicertum octocostatum","Melicertum octocostatum",NA,NA,NA," 117743","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita palmata","Melita palmata","macrobenthos","Macrobenthos","Macrobenthos"," 102843","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Melobesia","Melobesia membranacea","Melobesia membranacea","macroalgae","Macroalgae","Macroalgae"," 145182","Species"
"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea","Membranipora membranacea","macrobenthos","Macrobenthos","Macrobenthos"," 111411","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Membranoptera","Membranoptera alata","Membranoptera alata","macroalgae","Macroalgae","Macroalgae"," 144758","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Mesogloia","Mesogloia vermiculata","Mesogloia vermiculata","macroalgae","Macroalgae","Macroalgae"," 144924","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Mesophyllumaceae","Mesophyllum","Mesophyllum lichenoides","Mesophyllum lichenoides","macroalgae","Macroalgae","Macroalgae"," 145188","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Metacallophyllis","Metacallophyllis laciniata","Metacallophyllis laciniata","algae","Other","Plankton","1311357","Species"
"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Metarhombognathus","Metarhombognathus armatus","Metarhombognathus armatus","meiobenthos","Macrobenthos","Macrobenthos"," 115006","Species"
"Chromista","Ochrophyta","Eustigmatophyceae","Eustigmatales","Monodopsidaceae","Microchloropsis","Microchloropsis salina","Microchloropsis salina","algae","Other","Plankton","1359175","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus chelifer","Microdeutopus chelifer","macrobenthos","Macrobenthos","Macrobenthos"," 102046","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus stationis","Microdeutopus stationis","macrobenthos","Macrobenthos","Macrobenthos"," 102052","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Microphthalmidae","Microphthalmus","Microphthalmus similis","Microphthalmus similis","benthos","Macrobenthos","Macrobenthos"," 130176","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium","Microspongium","Microspongium","macroalgae","Macroalgae","Macroalgae"," 143978","Genus"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium","Microspongium alariae","Microspongium alariae","macroalgae","Macroalgae","Macroalgae"," 376211","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Microspongium","Microspongium globosum","Microspongium globosum","macroalgae","Macroalgae","Macroalgae"," 144973","Species"
"Animalia","Platyhelminthes",NA,"Dolichomicrostomida","Microstomidae","Microstomum","Microstomum septentrionale","Microstomum septentrionale","turbellaria","Macrobenthos","Macrobenthos"," 142799","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Mitrocomidae","Mitrocomella","Mitrocomella brownei","Mitrocomella brownei",NA,NA,NA," 117754","Species"
"Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Modiolus","Modiolus barbatus","Modiolus barbatus","benthos","Macrobenthos","Macrobenthos"," 140464","Species"
"Animalia","Mollusca","Bivalvia","Mytilida","Modiolidae","Modiolus","Modiolus modiolus","Modiolus modiolus","benthos","Macrobenthos","Macrobenthos"," 140467","Species"
"Animalia","Platyhelminthes",NA,"Proseriata","Monocelididae","Monocelis","Monocelis lineata","Monocelis lineata","turbellaria","Macrobenthos","Macrobenthos"," 143552","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium insidiosum","Monocorophium insidiosum","macrobenthos","Macrobenthos","Macrobenthos"," 148592","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Monodaeus","Monodaeus couchii","Monodaeus couchii","macrobenthos","Macrobenthos","Macrobenthos"," 241154","Species"
"Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Muggiaea","Muggiaea atlantica","Muggiaea atlantica",NA,NA,NA," 135441","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Myrianida","Myrianida edwarsi","Myrianida edwarsi","macrobenthos","Macrobenthos","Macrobenthos"," 238194","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myriogloea","Myriogloea simplex","Myriogloea simplex","macroalgae","Macroalgae","Macroalgae"," 371903","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Myrionema","Myrionema strangulans","Myrionema strangulans","macroalgae","Macroalgae","Macroalgae"," 144985","Species"
"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus","Mytilus","benthos","Macrobenthos","Macrobenthos"," 138228","Genus"
"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus edulis","Mytilus edulis","benthos","Macrobenthos","Macrobenthos"," 140480","Species"
"Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus trossulus","Mytilus trossulus","benthos","Macrobenthos","Macrobenthos"," 140482","Species"
"Plantae","Rhodophyta","Florideophyceae","Bonnemaisoniales","Naccariaceae","Naccaria","Naccaria wiggii","Naccaria wiggii","macroalgae","Macroalgae","Macroalgae"," 145769","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Nais","Nais barbata","Nais barbata","macrobenthos","Macrobenthos","Macrobenthos","1015301","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Nais","Nais bretscheri","Nais bretscheri","macrobenthos","Macrobenthos","Macrobenthos","1015302","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Nais","Nais communis","Nais communis","meiobenthos","Macrobenthos","Macrobenthos"," 137480","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Nais","Nais elinguis","Nais elinguis","macrobenthos","Macrobenthos","Macrobenthos"," 137481","Species"
"Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Nanomia","Nanomia cara","Nanomia cara",NA,NA,NA," 135496","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora","Necora puber","Necora puber","macrobenthos","Macrobenthos","Macrobenthos"," 107398","Species"
"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Nemaliaceae","Nemalion","Nemalion elminthoides","Nemalion elminthoides","macroalgae","Macroalgae","Macroalgae"," 145765","Species"
"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Nemaliaceae","Nemalion","Nemalion multifidum","Nemalion multifidum","macroalgae","Macroalgae","Macroalgae"," 156261","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","Nemertesia","Nemertesia","Nemertesia",NA,NA,NA," 117195","Genus"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","Nemertesia","Nemertesia ramosa","Nemertesia ramosa",NA,NA,NA," 117815","Species"
"Animalia","Gastrotricha",NA,"Chaetonotida","Neodasyidae","Neodasys","Neodasys chaetonotoideus","Neodasys chaetonotoideus","meiobenthos","Macrobenthos","Macrobenthos"," 114550","Species"
"Plantae","Rhodophyta","Florideophyceae","Nemaliales","Liagoraceae","Neoizziella","Neoizziella asiatica","Neoizziella asiatica","macroalgae","Macroalgae","Macroalgae"," 625011","Species"
"Plantae","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Neoporphyra","Neoporphyra haitanensis","Neoporphyra haitanensis","algae","Other","Plankton","1537062","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys cirrosa","Nephtys cirrosa","benthos","Macrobenthos","Macrobenthos"," 130357","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys hombergii","Nephtys hombergii","benthos","Macrobenthos","Macrobenthos"," 130359","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Nereimyra","Nereimyra punctata","Nereimyra punctata","benthos","Macrobenthos","Macrobenthos"," 130185","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis","Nereis","Nereis","benthos","Macrobenthos","Macrobenthos"," 129379","Genus"
"Animalia","Annelida","Polychaeta",NA,"Nerillidae","Nerilla","Nerilla antennata","Nerilla antennata","benthos","Macrobenthos","Macrobenthos"," 130437","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Nitophyllum","Nitophyllum punctatum","Nitophyllum punctatum","macroalgae","Macroalgae","Macroalgae"," 144770","Species"
"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Nucella","Nucella lapillus","Nucella lapillus","benthos","Macrobenthos","Macrobenthos"," 140403","Species"
"Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nitidosa","Nucula nitidosa","benthos","Macrobenthos","Macrobenthos"," 140589","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia dichotoma","Obelia dichotoma",NA,NA,NA," 117386","Species"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Oithona nana","Oithona nana","mesoplankton","Other","Plankton"," 106651","Species"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Oithona similis","Oithona similis","mesoplankton","Other","Plankton"," 106656","Species"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Oncaea","Oncaea","mesoplankton","Other","Plankton"," 128690","Genus"
"Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Oncaea waldemari","Oncaea waldemari","mesoplankton","Other","Plankton"," 360846","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Pomatiopsidae","Oncomelania","Oncomelania hupensis","Oncomelania hupensis","benthos","Macrobenthos","Macrobenthos"," 740259","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Onoba","Onoba semicostata","Onoba semicostata","benthos","Macrobenthos","Macrobenthos"," 141320","Species"
"Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiactidae","Ophiactis","Ophiactis balli","Ophiactis balli","macrobenthos","Macrobenthos","Macrobenthos"," 125110","Species"
"Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiodermatidae","Ophiarachnella","Ophiarachnella","Ophiarachnella","macrobenthos","Macrobenthos","Macrobenthos"," 123545","Genus"
"Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiotomidae","Ophiocomina","Ophiocomina nigra","Ophiocomina nigra","macrobenthos","Macrobenthos","Macrobenthos"," 125027","Species"
"Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix","Ophiothrix fragilis","Ophiothrix fragilis","macrobenthos","Macrobenthos","Macrobenthos"," 125131","Species"
"Animalia","Porifera","Demospongiae","Poecilosclerida","Microcionidae","Ophlitaspongia","Ophlitaspongia papilla","Ophlitaspongia papilla","macrobenthos","Macrobenthos","Macrobenthos"," 184428","Species"
"Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha puerilis","Ophryotrocha puerilis","benthos","Macrobenthos","Macrobenthos"," 130031","Species"
"Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia latreillii","Orbinia latreillii","macrobenthos","Macrobenthos","Macrobenthos"," 130522","Species"
"Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Orthopyxis","Orthopyxis integra","Orthopyxis integra",NA,NA,NA," 117393","Species"
"Animalia","Arthropoda","Hexapoda","Diptera","Sepsidae","Orygma","Orygma luctuosum","Orygma luctuosum",NA,NA,NA," 151081","Species"
"Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Oscarellidae","Oscarella","Oscarella","Oscarella","macrobenthos","Macrobenthos","Macrobenthos"," 131979","Genus"
"Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Oscarellidae","Oscarella","Oscarella balibaloi","Oscarella balibaloi","macrobenthos","Macrobenthos","Macrobenthos"," 564911","Species"
"Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Oscarellidae","Oscarella","Oscarella lobularis","Oscarella lobularis","macrobenthos","Macrobenthos","Macrobenthos"," 133928","Species"
"Animalia","Porifera","Homoscleromorpha","Homosclerophorida","Oscarellidae","Oscarella","Oscarella viridis","Oscarella viridis","macrobenthos","Macrobenthos","Macrobenthos"," 169725","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Osmundea","Osmundea","Osmundea","macroalgae","Macroalgae","Macroalgae"," 143921","Genus"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Osmundea","Osmundea oederi","Osmundea oederi","macroalgae","Macroalgae","Macroalgae"," 377233","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Osmundea","Osmundea pinnatifida","Osmundea pinnatifida","macroalgae","Macroalgae","Macroalgae"," 144847","Species"
"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea","Ostrea edulis","Ostrea edulis","benthos","Macrobenthos","Macrobenthos"," 140658","Species"
"Animalia","Porifera","Demospongiae","Haplosclerida","Niphatidae","Pachychalina","Pachychalina tenera","Pachychalina tenera","macrobenthos","Macrobenthos","Macrobenthos"," 178479","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus bernhardus","Pagurus bernhardus","macrobenthos","Macrobenthos","Macrobenthos"," 107232","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon elegans","Palaemon elegans","macrobenthos","Macrobenthos","Macrobenthos"," 107614","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon serratus","Palaemon serratus","macrobenthos","Macrobenthos","Macrobenthos"," 107616","Species"
"Plantae","Rhodophyta","Florideophyceae","Palmariales","Palmariaceae","Palmaria","Palmaria palmata","Palmaria palmata","macroalgae","Macroalgae","Macroalgae"," 145771","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Papenfussiella","Papenfussiella kuromo","Papenfussiella kuromo","macroalgae","Macroalgae","Macroalgae"," 144928","Species"
"Animalia","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus","Paracalanus","Paracalanus","mesoplankton","Other","Plankton"," 104196","Genus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Parajassa","Parajassa pelagica","Parajassa pelagica","macrobenthos","Macrobenthos","Macrobenthos"," 102440","Species"
"Animalia","Annelida","Clitellata","Tubificida","Naididae","Paranais","Paranais litoralis","Paranais litoralis","macrobenthos","Macrobenthos","Macrobenthos"," 137485","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium pinnulatum","Parvicardium pinnulatum","benthos","Macrobenthos","Macrobenthos"," 181343","Species"
"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium scabrum","Parvicardium scabrum","benthos","Macrobenthos","Macrobenthos"," 139012","Species"
"Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella","Patella","benthos","Macrobenthos","Macrobenthos"," 138312","Genus"
"Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella depressa","Patella depressa","benthos","Macrobenthos","Macrobenthos"," 151374","Species"
"Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella pellucida","Patella pellucida","benthos","Macrobenthos","Macrobenthos"," 147459","Species"
"Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella ulyssiponensis","Patella ulyssiponensis","benthos","Macrobenthos","Macrobenthos"," 140684","Species"
"Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella vulgata","Patella vulgata","benthos","Macrobenthos","Macrobenthos"," 140685","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae","Pectenogammarus","Pectenogammarus planicrurus","Pectenogammarus planicrurus","macrobenthos","Macrobenthos","Macrobenthos"," 102308","Species"
"Animalia","Arthropoda","Thecostraca","Balanomorpha","Balanidae","Perforatus","Perforatus perforatus","Perforatus perforatus","benthos","Macrobenthos","Macrobenthos"," 535477","Species"
"Animalia","Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","Peringia","Peringia ulvae","Peringia ulvae","benthos","Macrobenthos","Macrobenthos"," 151628","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Petalonia","Petalonia fascia","Petalonia fascia","macroalgae","Macroalgae","Macroalgae"," 145863","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Petalonia","Petalonia tenella","Petalonia tenella","macroalgae","Macroalgae","Macroalgae","1356721","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Petta","Petta pusilla","Petta pusilla","benthos","Macrobenthos","Macrobenthos"," 130597","Species"
"Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Peyssonnelia atropurpurea","Peyssonnelia atropurpurea","macroalgae","Macroalgae","Macroalgae"," 145274","Species"
"Plantae","Rhodophyta","Florideophyceae","Peyssonneliales","Peyssonneliaceae","Peyssonnelia","Peyssonnelia dubyi","Peyssonnelia dubyi","macroalgae","Macroalgae","Macroalgae"," 145278","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Chordariaceae","Phaeostroma","Phaeostroma pustulosum","Phaeostroma pustulosum","macroalgae","Macroalgae","Macroalgae"," 145455","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe","Pholoe baltica","Pholoe baltica","benthos","Macrobenthos","Macrobenthos"," 130599","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe","Pholoe inornata","Pholoe inornata","benthos","Macrobenthos","Macrobenthos"," 130601","Species"
"Animalia","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas dives","Phorbas dives","macrobenthos","Macrobenthos","Macrobenthos"," 133676","Species"
"Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Phorcus","Phorcus lineatus","Phorcus lineatus","benthos","Macrobenthos","Macrobenthos"," 689176","Species"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","Phoronis hippocrepia","Phoronis hippocrepia","macrobenthos","Macrobenthos","Macrobenthos"," 128548","Species"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis","Phoronis muelleri","Phoronis muelleri","macrobenthos","Macrobenthos","Macrobenthos"," 128549","Species"
"Animalia","Phoronida",NA,NA,"Phoronidae","Phoronopsis","Phoronopsis harmeri","Phoronopsis harmeri","macrobenthos","Macrobenthos","Macrobenthos"," 128555","Species"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Phtisica","Phtisica marina","Phtisica marina","macrobenthos","Macrobenthos","Macrobenthos"," 101864","Species"
"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens","Phycodrys rubens","macroalgae","Macroalgae","Macroalgae"," 144773","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce laminosa","Phyllodoce laminosa","megabenthos","Macrobenthos","Macrobenthos"," 130670","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce lineata","Phyllodoce lineata","macrobenthos","Macrobenthos","Macrobenthos"," 334508","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce mucosa","Phyllodoce mucosa","macrobenthos","Macrobenthos","Macrobenthos"," 334512","Species"
"Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Phyllophorella","Phyllophorella peruviana","Phyllophorella peruviana","algae","Other","Plankton","1311146","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Phymatolithon","Phymatolithon atlanticum","Phymatolithon atlanticum","macroalgae","Macroalgae","Macroalgae","1732685","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Phymatolithon","Phymatolithon lenormandii","Phymatolithon lenormandii","macroalgae","Macroalgae","Macroalgae"," 145202","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Phymatolithon","Phymatolithon purpureum","Phymatolithon purpureum","macroalgae","Macroalgae","Macroalgae"," 145203","Species"
"Plantae","Rhodophyta","Florideophyceae","Hapalidiales","Hapalidiaceae","Phymatolithon","Phymatolithon rugulosum","Phymatolithon rugulosum","macroalgae","Macroalgae","Macroalgae"," 157333","Species"
"Animalia","Cnidaria","Hydrozoa","Siphonophorae","Physaliidae","Physalia","Physalia physalis","Physalia physalis",NA,NA,NA," 135479","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Pilumnidae","Pilumnus","Pilumnus hirtellus","Pilumnus hirtellus","macrobenthos","Macrobenthos","Macrobenthos"," 107418","Species"
"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Pione","Pione vastifica","Pione vastifica","macrobenthos","Macrobenthos","Macrobenthos"," 157411","Species"
"Animalia","Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pisidia","Pisidia longicornis","Pisidia longicornis","macrobenthos","Macrobenthos","Macrobenthos"," 107188","Species"
"Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Pista","Pista sauriaui","Pista sauriaui","benthos","Macrobenthos","Macrobenthos","1542831","Species"
"Animalia","Mollusca","Gastropoda",NA,"Limapontiidae","Placida","Placida dendritica","Placida dendritica","benthos","Macrobenthos","Macrobenthos"," 141565","Species"
"Chromista","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Planosiphon","Planosiphon gracilis","Planosiphon gracilis","algae","Other","Plankton","1360916","Species"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Platynereis","Platynereis","benthos","Macrobenthos","Macrobenthos"," 129381","Genus"
"Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Platynereis dumerilii","Platynereis dumerilii","macrobenthos","Macrobenthos","Macrobenthos"," 130417","Species"
"Plantae","Rhodophyta","Florideophyceae","Plocamiales","Plocamiaceae","Plocamium","Plocamium cartilagineum","Plocamium cartilagineum","macroalgae","Macroalgae","Macroalgae"," 145782","Species"
